م,اسم المنافسة,الجهة,الرقم المرجعي,مدة العقد,الشركة,المتبقي لإغلاق المنافسة,التصنيف,تاريخ النشر,تاريخ تسجيل الفرصة,تاريخ إغلاق المنافسة,نشاط المنافسة,مبلغ التقديم,شركة الترسية المشروع عليها,قيمة الترسية,,,,,,,,,,,,,,,,,,
703,تنفيذ جامع جامعة القصيم بالمقر الرئيسي,جامعة القصيم,250339010152,730 يوم,المقاولات,-193,لن يتم التقديم,08-Apr-25,08-Apr-25,11-May-25," مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
704,توريد وتركيب مظلات بمدارس القوات البحرية بقاعدة الملك فيصل البحرية بجدة,القوات البحرية,250339009132,60 يوم,المقاولات,-205,لن يتم التقديم,08-Apr-25,08-Apr-25,29-Apr-25," مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة)- إنشاءات عامة
",,,,,,,,,,,,,,,,,,,,,
705,توريد وتركيب أبواب طوارئ,القوات البرية,250439001765,60 يوم,المقاولات,-210,لن يتم التقديم,08-Apr-25,08-Apr-25,24-Apr-25,"مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
706,تعزيز السلامة المرورية للطريق الدائري ومواقع متفرقة بمدينة حائل,أمانة منطقة حائل,250339017735,320 يوم,,-195,فرص - لم يتم ترشيحها,08-Apr-25,08-Apr-25,09-May-25, مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق,,,,,,,,,,,,,,,,,,,,,
707,ميدان اتلاف الذخائر بقاعدة الملك فيصل البحرية بالأسطول الغربي,القوات البحرية,250439001078,60 يوم,المقاولات,-211,لن يتم التقديم,08-Apr-25,08-Apr-25,23-Apr-25," مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
708,إعادة تأهيل سقف البهو الوسطي الداخلي لمبنى عمادة شئون الطلاب,جامعة الملك فيصل,250339015181,180 يوم,المقاولات,-193,لن يتم التقديم,07-Apr-25,08-Apr-25,11-May-25,"مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
709,ترميم السور والبوابات والموقع العام للمقر الرئيسي للإدارة العامة للمجاهدين,الادارة العامة للمجاهدين,250439001025,150 يوم,المقاولات,-211,لن يتم التقديم,07-Apr-25,08-Apr-25,23-Apr-25," مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
710,تأمين مواد سباكة متنوعة,أمانة منطقة الجوف,250339015101,1 شهر,,-210,فرص - لم يتم ترشيحها,08-Apr-25,08-Apr-25,24-Apr-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
711,صيانة المسطحات الخضراء والحدائق بالدرعية,أمانة منطقة الرياض,250439000054,6 شهر,المقاولات,-212,لن يتم التقديم,06-Apr-25,08-Apr-25,22-Apr-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
712,توريد مياه حلوه لمراكز الدفاع المدني بمحافظة الطائف الداخلية والخارجية,ادارة الشؤون الفنية المركزية بمنطقة مكة المكرمة,250439002178,3 شهر,,-215,فرص - لم يتم ترشيحها,08-Apr-25,08-Apr-25,19-Apr-25,إمدادات الكهرباء والغاز والمياه والبخار وتكييف الهواء,,,,,,,,,,,,,,,,,,,,,
713,توريد اعلاف لحديقة الانعام,القوات البرية,250439001731,30 يوم,السياحة,-210,لم يتم التقديم - لم يتم استلام العرض,08-Apr-25,08-Apr-25,24-Apr-25,تجارة الحاصلات الزراعية,,,,,,,,,,,,,,,,,,,,,
714,التجهيزات الإدارية والفنية لمشاركة أمانة حائل في المعرض التقني والابتكار التكنولوجي,أمانة منطقة حائل,250439001261,8 يوم,,-210,فرص - لم يتم ترشيحها,08-Apr-25,08-Apr-25,24-Apr-25, خدمات النشر والطباعة والدعاية والاعلان والإنتاج الفني,,,,,,,,,,,,,,,,,,,,,
715,مكافحة الحيونات الضالة داخل الأحياء السكنية والساحات العامة,أمانة منطقة الرياض,250439001431,60 يوم,البيطرة,-218,لم يتم التقديم - لم يتم استلام العرض,08-Apr-25,08-Apr-25,16-Apr-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
716,(AN-KH37) توريد مقياس درجة الحرارة مع خاصية تتبع سجل درجات الحرارة زمنياً لمرفق أبحاث الحيوان بمركز الملك عبدالله العالمي للأبحاث الطبية بالأحساء,جامعة الملك سعود بن عبد العزیز للعلوم الصحیة,250439003929,90 يوم,البيطرة,-208,فرص - لم يتم ترشيحها,10-Apr-25,10-Apr-25,26-Apr-25,أنشطة بيطرية,,,,,,,,,,,,,,,,,,,,,
717,مكافحة الحشرات والقوارض والزواحف بمجموعة الدفاع الجوي الخامسة بالشرقية,قوات الدفاع الجوي,250339011835,210 يوم,البيطرة,-218,لم يتم التقديم - لم يتم استلام العرض,09-Apr-25,10-Apr-25,16-Apr-25,"
تجارة الحاصلات الزراعية
تجارة المواشي والدواجن والأسماك ومنتجاتها
تجارة الكماليات
أنشطة زراعية
أنشطة بيطرية",,,,,,,,,,,,,,,,,,,,,
718,تقديم خدمات الرقابة البيئية في محمية الملك خالد الملكية,محمية الإمام عبدالعزيز بن محمد,250439003688,1095 يوم,البيئة,-193,لم يتم الترسية,10-Apr-25,10-Apr-25,11-May-25,"الخدمات البيئية
التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة","41,643,763",شركة المندرية للخدمات البيئية,14992099.2,,,,,,,,,,,,,,,,,,
719,مشروع صيانة الحدائق والمسطحات الخضراء والأشجار وشبكات الري للأعوام 2026-2031م بمحافظة الخفجي,بلدية محافظة الخفجى,250439002781,5 سنة,المقاولات,-185,لن يتم التقديم,10-Apr-25,10-Apr-25,19-May-25,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,,,,,,,,,,,,,,,,,,,,,
720,توريد وصيانة أجهزة تتبع للحبارى والحيوانات الأخرى,محمية الإمام تركي بن عبدالله,250439002537,24 شهر,البيئة,-208,الملغاة,10-Apr-25,10-Apr-25,26-Apr-25,تقنية المعلومات,"11,289,193.50",,,,,,,,,,,,,,,,,,,,
721,تنفيذ فعاليات هيئة تطوير محمية الملك عبدالعزيز الملكية,محمية الملك عبدالعزيز,250439001361,1 سنة,السياحة,-209,لن يتم التقديم,09-Apr-25,10-Apr-25,25-Apr-25,أنشطة المعارض والمؤتمرات,,,,,,,,,,,,,,,,,,,,,
722,حملات تسويقية لهيئة تطوير محمية الملك عبدالعزيز الملكية,محمية الملك عبدالعزيز,250439001370,1 سنة,السياحة,-209,لن يتم التقديم,09-Apr-25,10-Apr-25,25-Apr-25,خدمات النشر والطباعة والدعاية والاعلان والإنتاج الفني,,,,,,,,,,,,,,,,,,,,,
723,توريد وتركيب اللوح الإرشادية لهيئة تطوير محمية الملك سلمان بن عبد العزيز الملكية,محمية الملك سلمان بن عبدالعزيز,250439002492,18 شهر,المقاولات,-209,لن يتم التقديم,08-Apr-25,10-Apr-25,25-Apr-25,مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة)- إنشاءات عامة,,,,,,,,,,,,,,,,,,,,,
724,"
إنشاء غرفة MRUM حسب مواصفات شركة السعودية للكهرباء وغرفة Switchgear وتمديدات كهربائية في الجوف جنوب الأضارع بحمية الملك سلمان بن عبدالعزيز الملكية",محمية الملك سلمان بن عبدالعزيز,250339015237,10 شهر,المقاولات,-195,لن يتم التقديم,08-Apr-25,10-Apr-25,09-May-25,مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة)- إنشاءات عامة,,,,,,,,,,,,,,,,,,,,,
725,التشغيل والصيانة والنظافة لمقر المركز,المركز الوطني لإدارة النفايات,250439001546,3 سنة,المقاولات,-193,لن يتم التقديم,10-Apr-25,10-Apr-25,11-May-25,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,,,,,,,,,,,,,,,,,,,,,
726,تخطيط وتنفيذ برامج التوعية البيئية بمدينة ينبع الصناعية,الادارة العامة لمشروع ينبع,250339005335,12 شهر,الاستدامة,-192,لن يتم التقديم,08-Apr-25,13-Apr-25,12-May-25,الخدمات الاجتماعية,,,,,,,,,,,,,,,,,,,,,
727,"دراسة تقييم الأثر البيئي واصدار التصاريح البيئيه التشغيليه للسدود(سد نمار, سد حلي, سد العقيق, سد ذهبان, سد نجران ) والمرافق التابعه لهم",المؤسسة العامة للري,250439001381,6 شهر,الاستدامة,-209,لن يتم التقديم,09-Apr-25,13-Apr-25,25-Apr-25,الأنشطة الاستشارية الأخرى,,,,,,,,,,,,,,,,,,,,,
728,توريد وتركيب أجهزة تحويل الغاز الطبيعي إلى هيدروجين وكربون أسود,مدينة الملك عبدالعزيز للعلوم والتقنية,250339012016,12 شهر,الاستدامة,-205,لن يتم التقديم,13-Apr-25,13-Apr-25,29-Apr-25,تجارة الأدوات والآلات والأجهزة,,,,,,,,,,,,,,,,,,,,,
729,استأجار معدات لأعمال الإصحاح البيئي,أمانة منطقة الرياض,250439002001,30 يوم,البيئة,,فرص - لم يتم ترشيحها,09-Apr-25,13-Apr-25,16-Apr-25,"مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق
خدمات التأجير",,,,,,,,,,,,,,,,,,,,,
730,تشغيل وصيانة المزروعات والحدائق بنطاق بلدية السلي بمدينة الرياض,أمانة منطقة الرياض,250339008797,3 سنة,المقاولات,-193,لن يتم التقديم,09-Apr-25,13-Apr-25,11-May-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
731,نظافة اسطبلات الخيل بالجنادرية,أمانة منطقة الرياض,250139001387,36 شهر,البيطرة,-190,لن يتم التقديم,13-Apr-25,13-Apr-25,14-May-25,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,,,,,,,,,,,,,,,,,,,,,
732,تجهيز مقر مركز الطاقة المتجددة و التقنية البيئية في كلية الطب مبنى 25,جامعة تبوك,250239010575,2 شهر,المقاولات,-211,لن يتم التقديم,13-Apr-25,13-Apr-25,23-Apr-25,مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة)- إنشاءات عامة,,,,,,,,,,,,,,,,,,,,,
733,بناء وتأهيل تطبيق النظام ومنح وتدريب والحصول على شهادة نظام إدارة المعرفة ISO 30401:2018 لمدة ثلاث سنوات لهيئة المساحة الجيولوجية السعودية,هيئة المساحة الجيولوجية السعودية,250439001870,3 سنة,الاستدامة,-210,لن يتم التقديم,08-Apr-25,15-Apr-25,24-Apr-25,انشطة الاستشارات الادارية,,,,,,,,,,,,,,,,,,,,,
734,دراسة هندسية لحماية المباني بوحدات المنطقة الجنوبية من تأثير الصواعق,القوات البرية,250439004186,120 يوم,المقاولات,-203,لن يتم التقديم,13-Apr-25,15-Apr-25,01-May-25,انشطة الاستشارات الهندسية - تصميم,,,,,,,,,,,,,,,,,,,,,
735,صيانة مسيجات المحمية,محمية الإمام تركي بن عبدالله,250439005360,3 سنة,المقاولات,-190,لم يتم الترسية,13-Apr-25,15-Apr-25,14-May-25,مقاولات الإنشاءات العامة (التشييد وبناء المرافق العامة)- إنشاءات عامة,"54,999,900.00",شركة ابعاد المملكه للمقاولات شركة شخص واحد,12906450,,,,,,,,,,,,,,,,,,
